exit_sd,n_trades,pct_target_exit,avg_gross,avg_net,avg_hold_cal,avg_financing_cost,avg_spread_cost,avg_total_cost,win_rate,total_EV,vs_baseline_EV,beats_baseline
0.0,583,0.8078902229845626,0.02758954137651226,0.009601759708709908,145.8885077186964,0.015987781667802348,0.002,0.01798778166780235,0.7032590051457976,5.5978259101778765,0.0,False
0.5,648,0.9320987654320988,0.02480691355132016,0.01136585148468732,104.3996913580247,0.011441062066632843,0.002,0.013441062066632843,0.7330246913580247,7.365071762077383,1.7672458518995064,True
1.0,757,0.9907529722589168,0.01608278960955239,0.0067349674564968895,67.04887714663144,0.0073478221530555,0.002,0.009347822153055501,0.7212681638044914,5.0983703645681455,-0.49945554560973093,False
1.5,1053,1.0,0.009568821102956815,0.0039121064325435126,33.36752136752137,0.0036567146704133005,0.002,0.005656714670413301,0.7378917378917379,4.119448073468319,-1.4783778367095577,False
