exit_sd,n_trades,pct_target_exit,avg_gross,avg_net,avg_hold_cal,avg_financing_cost,avg_spread_cost,avg_total_cost,win_rate,avg_entry_dist_sd,total_EV,vs_15_EV,vs_baseline_EV
1.5,9829,0.9996947807508394,0.00935151048734855,0.00489049869250606,27.931732627937734,0.003061011794842492,0.0013999999999999998,0.004461011794842491,0.7539932851765184,2.207856540866507,48.068711648642065,-0.001288351357935369,103.75871164864206
2.0,22085,1.0,0.006085694029920108,0.00379766800345325,8.103237491510075,0.0008880260264668578,0.0014000000000000002,0.002288026026466858,0.7483359746434232,2.192475194494574,83.87149785626502,35.80149785626502,139.56149785626502
2.5,51063,1.0,0.002576250570677582,0.0009016845564684355,2.505414879658461,0.0002745660142091464,0.0013999999999999998,0.0016745660142091462,0.503632767365803,2.26464602562181,46.04271850694772,-2.0272814930522784,101.73271850694772
