pair,side,bl_net,bl_hold,entry_step_vel,vel_hold,vel_gross,vel_net,is_winner_vel,max_hold_exit
NATGAS/BRENT,-1,0.10274234627621448,48,3,43,0.12246546787828752,0.11575313911116424,True,False
NATGAS/BRENT,-1,0.04987185897609075,29,2,27,0.04475484418894369,0.03979594007935465,True,False
NATGAS/BRENT,1,-0.21797523029697408,300,4,294,-0.1742629722104212,-0.20848215029261297,False,False
NATGAS/BRENT,-1,0.05603509863403366,149,3,146,0.13837676593606124,0.12037676593606124,True,False
NATGAS/BRENT,1,0.09780194216647302,43,2,41,0.07611675477911443,0.06962360409418293,True,False
NATGAS/BRENT,-1,0.08530730450088578,108,2,106,0.10564059096080915,0.09202415260464476,True,False
NATGAS/BRENT,-1,0.13307185053097287,84,2,80,0.13358365194990915,0.12281652866223791,True,False
NATGAS/BRENT,-1,0.07854756770241607,88,2,84,0.0880906516576186,0.0768851722055638,True,False
NATGAS/BRENT,1,0.10205622812355039,141,5,134,0.13598540359825811,0.1193004720914088,True,False
NATGAS/BRENT,1,0.1106095676648387,78,2,73,0.10663278798230486,0.09663278798230485,True,False
NATGAS/BRENT,-1,0.0695205980669286,13,2,11,0.06800789756470735,0.06480241811265255,True,False
NATGAS/BRENT,1,0.03852750850647205,95,7,83,0.10355052436166647,0.09245463395070756,True,False
NATGAS/BRENT,-1,-0.10505270535123909,300,3,295,-0.05827784491500241,-0.09260661203829008,False,False
NATGAS/BRENT,-1,0.06390436652908461,72,5,65,0.08357600076684185,0.07445271309560897,True,False
NATGAS/BRENT,-1,0.0916321892318256,28,4,22,0.1360153734856673,0.13160441458155772,True,False
NATGAS/COFFEE,1,0.05886234597963268,23,2,21,0.055647597826719505,0.051346227963705804,True,False
NATGAS/COFFEE,-1,0.0599066882935666,8,3,5,0.05299748048562447,0.050449535280145015,True,False
NATGAS/COFFEE,1,0.07574149145825639,34,2,32,0.07270635215139094,0.06719950283632245,True,False
NATGAS/COFFEE,-1,0.06431532216207797,63,5,56,0.07512487071635147,0.0669878844149816,True,False
NATGAS/COFFEE,1,0.06885675403591325,46,2,42,0.03692078055643951,0.03031804083041211,True,False
NATGAS/COFFEE,-1,0.013349237704814994,228,2,224,0.024915711514568124,-0.001632233690911332,False,False
NATGAS/COFFEE,1,0.0621079928475781,94,2,92,0.06877007587771475,0.05668788409689283,True,False
NATGAS/COFFEE,1,0.08288996064634292,25,2,21,0.08810594739725545,0.08380457753424175,True,False
NATGAS/COFFEE,1,-0.032035742427940814,222,2,218,-0.011839295260254817,-0.03772970621915893,False,False
NATGAS/COFFEE,-1,0.18509543765012848,108,2,106,0.17513173117805078,0.1615152928218864,True,False
NATGAS/COFFEE,1,0.12088083009011298,44,2,42,0.10833824272340901,0.10173550299738161,True,False
NATGAS/COFFEE,-1,0.06797738114336728,23,3,20,0.07164914234302458,0.06745736152110678,True,False
NATGAS/COFFEE,1,0.08578802234977616,43,3,40,0.13467281768435563,0.12828925604052002,True,False
NATGAS/COFFEE,-1,0.0950973554711306,50,2,48,0.09945535532760039,0.09219508135499764,True,False
NATGAS/COFFEE,1,-0.12485177792791594,300,7,288,-0.043316436177643414,-0.07687808001325985,False,False
NATGAS/COFFEE,1,-0.33036462472813244,300,6,290,-0.27076050306013527,-0.3045413249779435,False,False
NATGAS/COFFEE,1,0.09399918459293607,119,2,117,0.10337985528145714,0.08855793747323797,True,False
NATGAS/COFFEE,-1,-0.24074598024080682,301,2,299,-0.2323563814912589,-0.26712350477893015,False,False
NATGAS/COFFEE,-1,0.0056453777771928865,301,2,299,0.032197245470995915,-0.0025698778166753228,False,False
NATGAS/COFFEE,1,-0.12376169071203527,301,4,297,-0.08753896916020203,-0.12208691436568148,False,False
NATGAS/COFFEE,1,0.07241808798481172,28,2,24,0.07878577880072088,0.07415564181441951,True,False
NATGAS/COFFEE,1,0.0576108983117873,118,2,114,0.01300804986960421,-0.0014851008153272966,False,False
NATGAS/COFFEE,1,0.07557574669270443,31,3,28,0.04531553232610311,0.04024703917541818,True,False
NATGAS/COFFEE,-1,0.0762624616403751,78,7,67,0.10075305500235075,0.09141058924892609,True,False
NATGAS/COFFEE,-1,0.060615058805431915,93,2,91,0.07282850807193367,0.06085590533220764,True,False
NATGAS/COFFEE,-1,0.06022900188545075,26,2,21,0.06465683670574865,0.06035546684273495,True,False
NATGAS/COFFEE,-1,-0.20523496857082513,300,2,298,-0.17297963604991154,-0.20763717029648687,False,False
NATGAS/COFFEE,1,-0.04248478380093343,300,2,296,-0.011045001303116735,-0.0454833574675003,False,False
NATGAS/COFFEE,-1,0.12435025491270404,56,3,51,0.12096265513943352,0.11337361404354311,True,False
NATGAS/COFFEE,1,0.10308792308928943,130,2,125,0.10684932894510514,0.09115069880811884,True,False
NATGAS/COFFEE,1,0.053342724816111145,127,2,125,0.054754360518775184,0.03905573038178888,True,False
NATGAS/COFFEE,-1,0.10382197259371027,80,2,78,0.10409011431029982,0.09354216910482037,True,False
NATGAS/COFFEE,1,0.13065293606500084,77,2,73,0.12687403061794453,0.11687403061794452,True,False
NATGAS/COFFEE,1,-0.1287725719546427,300,3,295,-0.08543579381074637,-0.11976456093403404,False,False
NATGAS/COFFEE,1,0.0764302801248352,138,2,134,0.08191327550407024,0.06522834399722093,True,False
NATGAS/COFFEE,1,0.09575087587217106,83,2,79,0.09715253602045525,0.0864950017738799,True,False
NATGAS/SUGAR,1,0.09902074368085063,20,2,18,0.08667290318194246,0.08270030044221643,True,False
NATGAS/SUGAR,1,0.10554124243029327,22,2,20,0.09324403855565415,0.08905225773373635,True,False
NATGAS/SUGAR,-1,-0.0024273284494905206,238,2,236,0.01303367922153837,-0.014829334477091767,False,False
NATGAS/SUGAR,-1,0.06289496205999152,161,2,159,0.08428877323097174,0.06486411569672516,True,False
NATGAS/SUGAR,-1,0.03299182149310566,153,2,149,0.042214941437387306,0.02388617431409963,True,False
NATGAS/SUGAR,1,0.05619013159073998,122,6,111,0.0963263690742863,0.08216198551264245,True,False
NATGAS/SUGAR,-1,0.05623539333422589,42,2,40,0.0631490168738224,0.056765455229986786,True,False
NATGAS/SUGAR,1,-0.297610176713891,301,2,299,-0.26504069341717607,-0.2998078167048473,False,False
NATGAS/SUGAR,-1,0.11970399923711333,64,2,60,0.11528240288547109,0.10670706041971767,True,False
NATGAS/SUGAR,1,0.08974357905836924,74,2,69,0.06867910433205146,0.05911746049643502,True,False
NATGAS/SUGAR,-1,0.1210162849358874,46,2,41,0.12549068203908756,0.11899753135415606,True,False
NATGAS/SUGAR,1,-0.2778907318730865,300,2,298,-0.24091333245390822,-0.2755708667004836,False,False
NATGAS/SUGAR,1,0.08795052269019385,209,2,207,0.11500909886652581,0.0903241673596765,True,False
NATGAS/SUGAR,-1,0.10544227699332369,103,2,99,0.12018578421272874,0.10733646914423559,True,False
NATGAS/SUGAR,1,0.06570929285664116,213,2,211,0.06688925896522951,0.04176597129399663,True,False
NATGAS/SUGAR,1,0.045815711614026366,128,7,116,0.12779755604909276,0.11308522728196947,True,False
NATGAS/SUGAR,-1,-0.12244317506625284,300,2,298,-0.09986730349804038,-0.1345248377446157,False,False
NATGAS/SUGAR,-1,-0.0010181666684752969,160,7,149,0.055852025923461966,0.03752325880017429,True,False
NATGAS/SUGAR,1,0.09267455601220967,45,2,43,0.10169438652918278,0.0949820577620595,True,False
NATGAS/SUGAR,-1,0.05428548445852014,111,4,105,0.08550751453821226,0.07200066522314376,True,False
NATGAS/SUGAR,1,-0.14639965405045768,300,4,294,-0.058725095840928346,-0.09294427392312013,False,False
NATGAS/SUGAR,-1,0.09458307020533391,60,2,58,0.08301981788752434,0.0746636535039627,True,False
NATGAS/SUGAR,-1,-0.03385849430530629,248,2,246,-0.018551220772716648,-0.04751012488230569,False,False
NATGAS/SUGAR,-1,0.1137271845701777,15,2,13,0.11585018763201746,0.11242553009777088,True,False
NATGAS/SUGAR,-1,0.016495930684610624,184,2,182,0.02246708342852574,0.0005218779490736847,True,False
NATGAS/SUGAR,-1,0.08399559763031567,79,2,77,0.09891377741361056,0.088475421249227,True,False
NATGAS/SUGAR,1,0.045237093395047584,109,4,102,0.049552113422859666,0.03637403123107884,True,False
NATGAS/SUGAR,-1,0.0778193078176856,51,2,49,0.06975726894188716,0.06238740592818853,True,False
NATGAS/SUGAR,-1,0.0757588701193518,8,2,6,0.04811682482826353,0.04545929058168818,True,False
NATGAS/SUGAR,-1,-0.019501869068394188,286,2,282,-0.023365088565403133,-0.05626919815444423,False,False
NATGAS/SUGAR,1,-0.2335566425091166,300,7,291,-0.13513291604268773,-0.16902332700159184,False,False
NATGAS/SUGAR,-1,0.025577435852348875,141,3,136,0.042721223624571765,0.025817114035530667,True,False
NATGAS/SUGAR,-1,-0.1336270841146669,300,2,296,-0.09809457242640042,-0.13253292859078397,False,False
NATGAS/SOYBEANS,1,0.07468146185831209,100,8,90,0.1627772537789261,0.15091424008029597,True,False
NATGAS/SOYBEANS,-1,0.15872090795706428,64,2,62,0.15995501310148116,0.15116049255353595,True,False
NATGAS/SOYBEANS,1,-0.1222544223418241,301,2,299,-0.08990578604056272,-0.12467290932823397,False,False
NATGAS/SOYBEANS,-1,0.05167195523640039,231,2,229,0.07292064322383975,0.04582475281288084,True,False
NATGAS/SOYBEANS,-1,0.01907564260348261,156,7,147,0.09327158052861735,0.07516199148752145,True,False
NATGAS/SOYBEANS,1,-0.2740553848449227,300,6,292,-0.2428877212139577,-0.2768877212139577,False,False
NATGAS/SOYBEANS,1,-0.022268884354621425,300,2,298,-0.009941474904151884,-0.04459900915072723,False,False
NATGAS/SOYBEANS,1,-0.08431493912213883,281,2,279,-0.07848797617981208,-0.11106331864556551,False,False
NATGAS/SOYBEANS,-1,0.0924384776568429,79,2,77,0.1032216480170906,0.09278329185270705,True,False
NATGAS/SOYBEANS,1,-0.19615513401263193,300,3,295,-0.1469243900267949,-0.18125315715008256,False,False
NATGAS/SOYBEANS,1,-0.22106703817046255,300,3,294,-0.17740906691183334,-0.2116282449940251,False,False
NATGAS/SOYBEANS,-1,0.08883455927113988,100,2,98,0.0800289996289997,0.06728927360160245,True,False
NATGAS/SOYBEANS,-1,-0.014724345556581607,223,3,218,0.005982650774901417,-0.01990776018400269,False,False
NATGAS/SOYBEANS,-1,0.0450401060267957,118,4,111,0.046420125664348756,0.03225574210270492,True,False
NATGAS/SOYBEANS,1,0.0817451415610801,15,5,8,0.09772387134429655,0.09484715901552943,True,False
NATGAS/SOYBEANS,1,-0.0005321600834636425,160,5,153,0.032617297944202185,0.013850174656530951,True,False
NATGAS/SOYBEANS,-1,0.10832314400889131,47,2,45,0.10736548457136666,0.10043397772205159,True,False
NATGAS/SOYBEANS,1,0.06622490892545371,115,5,107,0.09671907250090452,0.08299304510364423,True,False
NATGAS/SOYBEANS,-1,-0.06625093437306474,300,2,296,-0.031795982576511984,-0.06623433874089554,False,False
NATGAS/SOYBEANS,1,0.06696753182981206,118,2,115,0.07520257551432105,0.06059983578829365,True,False
NATGAS/SOYBEANS,1,-0.24738552408341405,301,2,299,-0.21343998828560753,-0.24820711157327877,False,False
NATGAS/SOYBEANS,1,0.1508294224929338,87,2,85,0.13224438042376796,0.12092931193061728,True,False
NATGAS/SOYBEANS,-1,0.08406672313631959,72,3,69,0.10731844746020193,0.09775680362458548,True,False
NATGAS/SOYBEANS,-1,-0.2892590312023389,301,8,291,-0.23747873990429139,-0.2713691508631955,False,False
NATGAS/SOYBEANS,-1,0.057393882575002365,15,4,9,0.12511152346613036,0.12212522209626735,True,False
SILVER/COFFEE,-1,0.07647095296879033,57,3,54,0.1055392771882995,0.09762146896912141,True,False
SILVER/COFFEE,-1,0.07110888237332752,70,2,67,0.07338315284863298,0.06404068709520831,True,False
SILVER/COFFEE,-1,0.05893483755704742,69,2,67,0.05386781844636978,0.04452535269294512,True,False
SILVER/COFFEE,1,-0.04224448094986249,301,2,299,-0.013251157325813943,-0.048018280613485176,False,False
SILVER/COFFEE,-1,0.07782970330020661,37,2,35,0.07236183005405843,0.06652621361570225,True,False
SILVER/COFFEE,-1,-0.010737327436478202,194,3,189,-0.005066215264426843,-0.02777854403155013,False,False
SILVER/COFFEE,1,-0.029363104047978587,272,2,268,-0.017553187210306243,-0.04892305022400488,False,False
SILVER/COFFEE,-1,-0.2725823266292798,301,6,293,-0.1875248823111063,-0.2216344713522022,False,False
SILVER/COFFEE,1,0.04688858559361249,77,7,68,0.057273427022979585,0.04782137222845904,True,False
SILVER/COFFEE,-1,0.12294489154264693,98,2,96,0.09026262855564696,0.07774208061044148,True,False
SILVER/COFFEE,1,0.06117915025863499,175,2,173,0.07698830361121291,0.05602939950162386,True,False
SILVER/COFFEE,-1,0.035967657549198305,26,2,22,0.040236096397636985,0.03582513749352739,True,False
SILVER/COFFEE,-1,0.061683967698266,31,2,29,0.06477746904881132,0.0595993868570305,True,False
SILVER/COFFEE,1,0.0316233583966802,113,2,111,0.029502057081111564,0.015337673519467729,True,False
SILVER/COFFEE,-1,0.10501883377174116,15,2,10,0.09296441342982434,0.08986852301886543,True,False
SILVER/COFFEE,-1,0.07216704119357194,98,2,96,0.0859382363949461,0.07341768844974063,True,False
SILVER/COFFEE,-1,0.0033953528264675584,147,3,144,0.030801188847023844,0.013020366929215627,True,False
SILVER/COFFEE,-1,0.01426577849437758,180,3,175,0.010336205295369827,-0.010841876896410996,False,False
SILVER/COFFEE,1,0.09570699085892564,123,2,119,0.09862021721465745,0.0835791213242465,True,False
SILVER/COFFEE,1,-0.3109517493220178,301,3,298,-0.283882488823296,-0.31854002306987134,False,False
SILVER/COFFEE,1,0.07105665480821952,20,2,15,0.05324133578495475,0.04959750016851639,True,False
SILVER/COFFEE,-1,0.05393826670891434,32,2,27,0.03481459101929392,0.029855686909704877,True,False
SILVER/COFFEE,-1,0.041722917690648204,49,4,43,0.060972593235514565,0.05426026446839127,True,False
SILVER/COFFEE,-1,0.04719693492900243,58,3,55,0.0658005843653204,0.05777318710504642,True,False
SILVER/COFFEE,1,0.07801539572458802,122,3,119,0.09605169572415452,0.08101059983374356,True,False
SILVER/COFFEE,-1,0.05328268704641124,10,3,7,0.06279197922231627,0.06002485593464504,True,False
SILVER/COFFEE,-1,0.054763223551647,36,2,32,0.028325689422615593,0.022818840107547103,True,False
SILVER/COFFEE,1,0.028922390579130774,64,4,58,0.08792783912432446,0.07957167474076282,True,False
SILVER/COFFEE,-1,0.06256572807314816,91,2,89,0.07245731516730959,0.06070389050977534,True,False
SILVER/COFFEE,-1,0.07580187617640086,106,2,104,0.07453463079365402,0.06113737051968142,True,False
SILVER/COFFEE,1,0.1643673895980676,65,5,58,0.23523843024114033,0.22688226585757867,True,False
SILVER/COFFEE,-1,0.0841154598049896,245,2,243,0.07317527573058522,0.04454513874428384,True,False
SILVER/COFFEE,1,-0.20049920707242883,300,2,295,-0.17080976941722287,-0.20513853654051054,False,False
SILVER/COFFEE,1,0.15316813501015578,63,2,61,0.16540488173558032,0.156719950228731,True,False
SILVER/COFFEE,-1,0.0889485251486876,99,2,97,0.10022904384408948,0.08759890685778811,True,False
SILVER/COFFEE,1,0.06950460408241113,95,3,92,0.06126959680286837,0.04918740502204645,True,False
SILVER/COFFEE,-1,0.0955301826831322,15,2,13,0.06055676995690455,0.05713211242265798,True,False
SILVER/COFFEE,1,0.0033290813009117168,203,4,196,0.012882220946020345,-0.010597231108774178,False,False
WHEAT/BRENT,-1,0.1576135985311736,175,2,170,0.15655521133849823,0.13592507435219686,True,False
WHEAT/BRENT,1,0.08765120621563428,55,4,48,0.08768491950867961,0.08042464553607687,True,False
WHEAT/BRENT,-1,0.04487004521560373,222,2,218,0.06822752992219831,0.0423371189632942,True,False
WHEAT/BRENT,1,0.09289581370886527,71,3,66,0.09485133542065818,0.08561845870832942,True,False
WHEAT/BRENT,-1,-0.002038887023287292,202,9,189,0.10665480254142495,0.08394247377430167,True,False
WHEAT/BRENT,1,0.023120483501925557,212,3,209,0.06308644217971605,0.03818233259067495,True,False
WHEAT/BRENT,1,0.08718579641447655,117,4,111,0.11157499563172205,0.0974106120700782,True,False
WHEAT/BRENT,-1,-0.324018393101424,300,2,298,-0.3062144089518115,-0.3408719431983869,False,False
WHEAT/BRENT,-1,0.12398779423703898,87,2,85,0.12121907711814756,0.10990400862499687,True,False
WHEAT/BRENT,1,-0.08295659306740477,300,4,293,-0.04140594312246933,-0.07551553216356521,False,False
WHEAT/BRENT,-1,0.08679505960670583,62,4,56,0.11076224565670038,0.10262525935533051,True,False
WHEAT/BRENT,1,0.10666954057740193,101,2,99,0.10125864714649505,0.08840933207800189,True,False
WHEAT/BRENT,1,0.10590410022636401,30,2,28,0.08619823755404087,0.08112974440335594,True,False
WHEAT/BRENT,-1,0.032281586595675385,99,2,97,0.031928936245937484,0.01929879925963611,True,False
WHEAT/BRENT,-1,-0.20553439791301925,301,2,299,-0.18806475361554487,-0.2228318769032161,False,False
WHEAT/BRENT,1,0.12318090688468726,10,2,6,0.11371047911039439,0.11105294486381904,True,False
WHEAT/BRENT,-1,0.0673801533002854,34,2,30,0.05454186232420054,0.049254191091323826,True,False
WHEAT/BRENT,1,0.0775283401470696,26,2,22,0.07881391783148299,0.0744029589273734,True,False
WHEAT/BRENT,-1,0.09597925348828115,20,2,16,0.08899898656216061,0.08524556190462636,True,False
WHEAT/BRENT,1,0.06863371855027386,77,2,72,0.056616784592199224,0.04672637363329511,True,False
WHEAT/BRENT,1,0.055334154877838944,42,2,40,0.008094663096889032,0.0017111014530534156,True,False
WHEAT/BRENT,-1,0.06271233499618607,8,2,4,0.057211623888996296,0.05477326772461273,True,False
WHEAT/BRENT,1,0.0246992640535489,124,2,120,0.020893220564960416,0.005742535633453564,True,False
WHEAT/BRENT,-1,0.07337145601555618,51,2,49,0.030196387128098977,0.022826524114400348,True,False
WHEAT/BRENT,-1,0.07242128125783494,35,2,33,0.0707122380434624,0.065095799687298,True,False
WHEAT/BRENT,-1,0.04922932268304441,68,2,66,0.026221128181273895,0.016988251468945125,True,False
SOYBEANS/WHEAT,1,0.05491919657602034,143,3,138,0.09273115135301906,0.07560786368178618,True,False
SOYBEANS/WHEAT,1,0.12034466735291365,48,2,44,0.11172460226970629,0.10490268446148711,True,False
SOYBEANS/WHEAT,-1,0.08369013409293388,111,2,107,0.08299978649007861,0.06927375909281833,True,False
SOYBEANS/WHEAT,-1,-0.018887271219230582,291,2,289,0.009462731690883693,-0.024208501185828638,False,False
SOYBEANS/WHEAT,1,0.052047489319218675,54,10,40,0.102386220872522,0.09600265922868638,True,False
SOYBEANS/WHEAT,1,-0.17396787180336956,300,2,295,-0.15416016058554083,-0.1884889277088285,False,False
SOYBEANS/WHEAT,-1,0.13785177086506625,24,2,22,0.12224270999217016,0.11783175108806057,True,False
SOYBEANS/WHEAT,-1,-0.0074751842139019475,238,3,235,0.022875719057652222,-0.004877705599882022,False,False
SOYBEANS/WHEAT,-1,0.059741455174816174,21,6,10,0.09121798759933188,0.08812209718837297,True,False
SOYBEANS/WHEAT,-1,0.050522427434135396,75,5,68,0.0769404070336212,0.06748835223910066,True,False
SOYBEANS/WHEAT,1,0.03991550738590211,97,2,93,0.04751118380492923,0.03531940298301142,True,False
SOYBEANS/WHEAT,1,0.0315479755578161,97,2,95,0.043327637875789145,0.030916678971679552,True,False
SOYBEANS/WHEAT,-1,0.0022302536150541237,191,2,189,0.020035147955010803,-0.002677180812112486,False,False
SOYBEANS/WHEAT,-1,0.06499912420473308,51,2,49,0.06444176584766759,0.05707190283396896,True,False
SOYBEANS/WHEAT,-1,0.09817055330345549,10,2,6,0.02721477605207124,0.024557241805495896,True,False
SOYBEANS/WHEAT,-1,0.0598792323409851,60,4,54,0.0684891872147629,0.06057137899558481,True,False
SOYBEANS/WHEAT,-1,0.0926217994648546,16,2,14,0.08089316090752849,0.07735891433218602,True,False
SOYBEANS/WHEAT,1,0.0641216709263219,150,3,145,0.11840856543160132,0.10051815447269721,True,False
SOYBEANS/WHEAT,1,0.05288410146310337,68,2,66,0.04335434748532356,0.034121470772994794,True,False
SOYBEANS/WHEAT,-1,-0.15516626767543248,301,3,298,-0.11820123815970965,-0.15285877240628498,False,False
SOYBEANS/WHEAT,1,0.03577507233644377,158,2,153,0.05137113899807848,0.03260401571040725,True,False
SOYBEANS/WHEAT,1,-0.09996588735105504,294,2,292,-0.06988625139296478,-0.10388625139296478,False,False
SOYBEANS/WHEAT,1,0.030933068084116166,201,2,197,0.0426008477940978,0.019011806698207387,True,False
SOYBEANS/WHEAT,-1,-0.28373845817437815,300,2,296,-0.27340109167953563,-0.3078394478439192,False,False
SOYBEANS/WHEAT,1,0.1743668466053089,83,2,81,0.17770586717079576,0.16682915484202862,True,False
SOYBEANS/WHEAT,1,0.10696706100031698,119,3,114,0.1138727766574588,0.0993796259725273,True,False
SOYBEANS/WHEAT,-1,0.06554266614810161,22,2,20,0.052195363160688575,0.048003582338770764,True,False
SOYBEANS/WHEAT,-1,0.07826174386796746,19,2,14,0.06243861236650284,0.058904365791160374,True,False
SOYBEANS/WHEAT,1,-0.1884879386667313,300,2,298,-0.15363822376111014,-0.1882957580076855,False,False
SOYBEANS/WHEAT,-1,-0.006959490732300649,217,2,213,0.006027018647108386,-0.019315447106316275,False,False
SOYBEANS/PLATINUM,1,0.08754067645245348,73,5,66,0.1306464948050297,0.12141361809270095,True,False
SOYBEANS/PLATINUM,-1,0.094028627610184,120,3,115,0.11737648098276729,0.1027737412567399,True,False
SOYBEANS/PLATINUM,1,0.03911161244276365,282,2,280,0.03501680537285083,0.0023318738660015152,True,False
SOYBEANS/PLATINUM,1,-0.29277905749037014,300,5,293,-0.24893578979132688,-0.28304537883242276,False,False
SOYBEANS/PLATINUM,-1,0.05032061452211512,181,2,179,0.07102087844823769,0.04940444009207331,True,False
SOYBEANS/PLATINUM,-1,-0.020854111147230125,272,2,270,0.006453563527003915,-0.025135477568886497,False,False
SOYBEANS/PLATINUM,-1,0.05292429458616719,31,2,29,0.04638004001394431,0.04120195782216349,True,False
SOYBEANS/PLATINUM,-1,0.03386022393330386,41,2,37,0.04120057015895927,0.03514577563841132,True,False
SOYBEANS/PLATINUM,-1,-0.10411309635571517,237,3,232,-0.08517187219606163,-0.11259652973030822,False,False
SOYBEANS/PLATINUM,-1,0.14102346630328552,19,2,15,0.13420094054259682,0.13055710492615846,True,False
SOYBEANS/PLATINUM,1,0.06545866635490895,112,6,102,0.13253211989895372,0.1193540377071729,True,False
SOYBEANS/PLATINUM,-1,-0.040387561075777255,252,2,250,-0.02829393068427666,-0.05769119095824926,False,False
SOYBEANS/PLATINUM,-1,0.07976810010149675,55,2,53,0.0877543221436297,0.07994610296554751,True,False
SOYBEANS/PLATINUM,1,0.07646615425780764,32,2,27,0.06413579881920582,0.059176894709616776,True,False
SOYBEANS/PLATINUM,-1,0.039310541328353724,102,3,97,0.04675248564283905,0.034122348656537675,True,False
SOYBEANS/PLATINUM,1,0.09825214548269015,36,2,34,0.10349858609831998,0.0977725587010597,True,False
SOYBEANS/PLATINUM,1,0.04469141470411066,197,6,188,0.12803520931856696,0.10543246959253956,True,False
SOYBEANS/PLATINUM,-1,0.12099336707907768,27,4,21,0.1163074776226067,0.112006107759593,True,False
SOYBEANS/PLATINUM,-1,-0.34409824011119367,301,2,299,-0.32843443366803404,-0.3632015569557053,False,False
SOYBEANS/PLATINUM,-1,-0.01408320581972525,241,2,237,0.014378416727758973,-0.013594186011967055,False,False
SOYBEANS/PLATINUM,1,0.12001059852813988,36,5,29,0.14241327256039585,0.13723519036861503,True,False
SOYBEANS/PLATINUM,1,-0.2616286949269765,300,4,293,-0.23032283760021274,-0.2644324266413086,False,False
SOYBEANS/PLATINUM,1,-0.14535463618153016,300,2,298,-0.15234533225349026,-0.1870028665000656,False,False
