lookback,offset,n_valid,pct_neg,mean_vel,median_vel
1,0,490,0.0,0.3392051100180729,0.2507547502397973
1,1,446,0.27802690582959644,0.175510201735837,0.1333395788315086
1,2,413,0.3050847457627119,0.13049020453566845,0.11116563480207597
1,3,392,0.3163265306122449,0.11861017658843198,0.10842211797762458
2,0,446,0.0,0.513850753752387,0.4106832724881846
2,1,413,0.2009685230024213,0.3007744633025791,0.2727377762600973
2,2,392,0.24744897959183673,0.25342998958708446,0.20645814110102978
2,3,371,0.2830188679245283,0.19615706930696492,0.15759794574559383
