exit_sd,n_trades,hold_p10,hold_p25,hold_p50,hold_p75,hold_p90,hold_mean,pct_max_hold_exits,pct_target_exits
1.5,9829,2.0,5.0,14.0,37.0,76.0,27.931732627937734,0.00030521924916064705,0.9996947807508394
2.0,22085,1.0,1.0,3.0,8.0,21.0,8.103237491510075,0.0,1.0
2.5,51063,1.0,1.0,1.0,3.0,4.0,2.505414879658461,0.0,1.0
