exit_sd,n_trades,hold_p10,hold_p25,hold_p50,hold_p75,hold_p90,hold_mean,pct_max_hold_exits
0.0,583,26.0,56.5,113.0,256.5,300.0,145.8885077186964,0.19210977701543738
0.5,648,15.0,34.0,77.0,155.0,265.60000000000014,104.3996913580247,0.06790123456790123
1.0,757,10.0,20.0,45.0,92.0,153.0,67.04887714663144,0.009247027741083224
1.5,1053,4.0,8.0,19.0,45.0,82.80000000000007,33.36752136752137,0.0
