exit_sd,n_trades,avg_net,avg_hold_cal,avg_entry_dist_sd,win_rate,total_EV,vs_baseline_EV,beats_baseline,recommended
0.0,3374,-0.013676002721046415,157.51393005334913,2.227391521381657,0.6262596324836989,-46.142833180810605,0.0,False,False
0.5,3725,-0.011118105012865859,118.21610738255033,2.218552734871009,0.6456375838926175,-41.414941172925325,4.727892007885281,True,False
1.0,4468,-0.005730795830478433,72.70568487018801,2.204924114697058,0.6752461951656222,-25.605195770577637,20.537637410232968,True,False
1.5,6272,-0.0015966637733896322,34.739955357142854,2.18613210465693,0.6884566326530612,-10.014275186699773,36.128557994110835,True,True
