exit_sd,n_trades,pct_target_exit,avg_gross,avg_net,avg_hold_cal,avg_financing_cost,avg_spread_cost,avg_total_cost,win_rate,avg_entry_dist_sd,total_EV,vs_baseline_EV,beats_baseline
0.0,2274,0.7748460861917327,0.004153659085928009,-0.014244340938168086,164.23175021987686,0.017998000024096097,0.0004000000000000001,0.018398000024096098,0.5175901495162709,2.2521924053734725,-32.39163129339423,0.0,False
0.5,2542,0.8996852871754524,0.003607781588872431,-0.01010931313753219,121.51848937844217,0.013317094726404622,0.0004000000000000001,0.013717094726404621,0.559008654602675,2.2401118361606085,-25.697873995606827,6.6937572977874,True
1.0,3066,0.9817351598173516,0.0027290898007093695,-0.005910319004659278,75.18460534898891,0.008239408805368647,0.00040000000000000013,0.008639408805368646,0.6099151989562949,2.23279639502156,-18.121038068285348,14.270593225108879,True
1.5,4412,1.0,0.002457670082617116,-0.0017372851453415024,34.628966455122395,0.0037949552279586186,0.00040000000000000013,0.004194955227958618,0.6672710788757933,2.2108292750435043,-7.664902061246709,24.72672923214752,True
