exit_sd,long_label,short_label,n_trades,avg_gross,avg_net,avg_hold_cal,win_rate,total_EV
0.0,AUDNZD,AUDUSD,23,0.023167702446722938,0.007325534489605606,135.43478260869566,0.8260869565217391,0.16848729326092893
0.0,AUDNZD,EURCHF,20,-0.0017736363542769085,-0.023228430874824853,186.65,0.45,-0.464568617496497
0.0,AUDNZD,EURGBP,25,0.022211512349571912,0.005386854815325339,144.4,0.72,0.13467137038313348
0.0,AUDNZD,EURJPY,27,-0.0008453725806053342,-0.01773578353950945,145.0,0.6296296296296297,-0.4788661555667551
0.0,AUDNZD,EURUSD,26,0.012315392644272132,-0.007141930854147261,168.42307692307693,0.6153846153846154,-0.18569020220782878
0.0,AUDNZD,GBPJPY,28,-0.010684911729954167,-0.02775927572212638,146.67857142857142,0.6428571428571429,-0.7772597202195386
0.0,AUDNZD,GBPUSD,25,0.004443457043265333,-0.012793255285501792,148.16,0.76,-0.3198313821375448
0.0,AUDNZD,NZDUSD,23,0.015577221963858065,-0.0012750710677083478,144.65217391304347,0.6521739130434783,-0.029326634557292
0.0,AUDNZD,USDCAD,22,0.010011976045681591,-0.009010439894542567,164.45454545454547,0.5,-0.1982296776799365
0.0,AUDNZD,USDCHF,30,0.022748292623340622,0.008042356550281253,125.06666666666666,0.7,0.2412706965084376
0.0,AUDNZD,USDJPY,27,0.007908277064840702,-0.009193194269507345,146.92592592592592,0.6296296296296297,-0.24821624527669833
0.0,AUDUSD,AUDNZD,25,0.02253235246132266,0.007075366159952798,131.92,0.76,0.17688415399881996
0.0,AUDUSD,EURCHF,23,0.007943857327131553,-0.008012664411998886,136.47826086956522,0.6521739130434783,-0.18429128147597437
0.0,AUDUSD,EURGBP,30,0.01850687286866155,0.0034575578001683955,128.2,0.8,0.10372673400505186
0.0,AUDUSD,EURJPY,22,-0.015380428605724384,-0.03528453819476548,172.5,0.5454545454545454,-0.7762598402848405
0.0,AUDUSD,EURUSD,27,0.012253790370156972,-0.002749253769873474,127.77777777777777,0.6666666666666666,-0.0742298517865838
0.0,AUDUSD,GBPJPY,21,-0.03184872961355629,-0.05404116275119491,193.38095238095238,0.5714285714285714,-1.134864417775093
0.0,AUDUSD,GBPUSD,24,0.006143638740008262,-0.013714808748576215,172.08333333333334,0.4583333333333333,-0.32915540996582915
0.0,AUDUSD,NZDUSD,26,0.01981285985724461,0.0059572223440728525,117.3076923076923,0.6923076923076923,0.15488778094589417
0.0,AUDUSD,USDCAD,21,-0.0009567552743400318,-0.019976324745964304,164.42857142857142,0.5714285714285714,-0.4195028196652504
0.0,AUDUSD,USDCHF,22,-0.00028485449302667105,-0.017902538179203512,151.63636363636363,0.6363636363636364,-0.39385583994247725
0.0,AUDUSD,USDJPY,21,-0.024780003908737497,-0.04519813828577599,177.1904761904762,0.6190476190476191,-0.9491609040012958
0.0,EURCHF,AUDNZD,25,0.014051840747309158,-0.003408433225293583,150.2,0.64,-0.08521083063233957
0.0,EURCHF,AUDUSD,23,0.024177289075188863,0.009802661320573015,122.04347826086956,0.782608695652174,0.22546121037317934
0.0,EURCHF,EURGBP,24,-0.0008012040307811032,-0.02197472001251627,184.08333333333334,0.5,-0.5273932803003905
0.0,EURCHF,EURJPY,27,-0.0019032220433169295,-0.022061009968228146,174.8148148148148,0.5555555555555556,-0.5956472691421599
0.0,EURCHF,EURUSD,23,0.015394429632423408,-0.0018104542270167346,147.8695652173913,0.7391304347826086,-0.041640447221384894
0.0,EURCHF,GBPJPY,29,-0.022446791431795003,-0.04079209138455835,158.27586206896552,0.5862068965517241,-1.1829706501521922
0.0,EURCHF,GBPUSD,25,0.013935360754791268,-0.004844365272605991,162.24,0.6,-0.12110913181514979
0.0,EURCHF,NZDUSD,29,0.037695787445379964,0.022456769967817373,129.93103448275863,0.7586206896551724,0.6512463290667038
0.0,EURCHF,USDCAD,22,-0.021106463656696547,-0.0455933876915658,214.3181818181818,0.3181818181818182,-1.0030545292144475
0.0,EURCHF,USDCHF,24,-0.005509889437336615,-0.0275601177478389,192.08333333333334,0.4583333333333333,-0.6614428259481336
0.0,EURCHF,USDJPY,22,0.0019332440628324647,-0.016526282711762805,159.3181818181818,0.6363636363636364,-0.3635782196587817
0.0,EURGBP,AUDNZD,28,0.026721649937368096,0.010696209624256547,137.10714285714286,0.7142857142857143,0.29949386947918333
0.0,EURGBP,AUDUSD,28,0.02687124191432516,0.01279883486931538,119.28571428571429,0.75,0.35836737634083066
0.0,EURGBP,EURCHF,24,-0.0033052032608476972,-0.023967303717468705,179.41666666666666,0.5416666666666666,-0.5752152892192489
0.0,EURGBP,EURJPY,24,-0.024777859152391026,-0.046102060065633034,185.45833333333334,0.5,-1.1064494415751929
0.0,EURGBP,EURUSD,30,0.016934497925744824,-0.0002883331244834868,148.03333333333333,0.7333333333333333,-0.008649993734504605
0.0,EURGBP,GBPJPY,29,-0.01133629101678667,-0.02812844973194964,144.10344827586206,0.6551724137931034,-0.8157250422265395
0.0,EURGBP,GBPUSD,26,0.009545734716862004,-0.007677658328448855,148.03846153846155,0.6153846153846154,-0.19961911653967024
0.0,EURGBP,NZDUSD,28,0.01718658098732948,0.00212395867813183,128.32142857142858,0.7857142857142857,0.059470842987691244
0.0,EURGBP,USDCAD,29,0.01395989364458584,-0.0038412400351496394,153.31034482758622,0.5862068965517241,-0.11139596101933955
0.0,EURGBP,USDCHF,24,0.014929905062219197,-0.0016271725633515814,141.95833333333334,0.625,-0.039052141520437955
0.0,EURGBP,USDJPY,31,-0.0031638650928473592,-0.022472305216576928,167.06451612903226,0.6451612903225806,-0.6966414617138847
0.0,EURJPY,AUDNZD,30,0.0009493635571140995,-0.01701502000452974,154.8,0.6,-0.5104506001358922
0.0,EURJPY,AUDUSD,22,-0.009870480503465834,-0.028982560204586626,165.27272727272728,0.5909090909090909,-0.6376163245009058
0.0,EURJPY,EURCHF,30,-0.0007502269343823693,-0.01853196209419972,153.13333333333333,0.6,-0.5559588628259916
0.0,EURJPY,EURGBP,25,-0.020285438495418317,-0.041734753563911466,186.6,0.52,-1.0433688390977867
0.0,EURJPY,EURUSD,22,-0.007960339297882861,-0.02817827205006219,175.36363636363637,0.45454545454545453,-0.6199219851013682
0.0,EURJPY,GBPJPY,29,0.0051937176399374715,-0.012051912969415386,148.24137931034483,0.5862068965517241,-0.3495054761130462
0.0,EURJPY,GBPUSD,30,0.022914550542404703,0.01038943638715356,105.16666666666667,0.7666666666666667,0.3116830916146068
0.0,EURJPY,NZDUSD,25,0.00388450745580525,-0.01468919117433174,160.36,0.64,-0.36722977935829354
0.0,EURJPY,USDCAD,26,-0.012343993438398298,-0.033584246336185446,184.69230769230768,0.5384615384615384,-0.8731904047408215
0.0,EURJPY,USDCHF,31,-0.0010992626019884998,-0.01935069874869641,157.41935483870967,0.5806451612903226,-0.5998716612095887
0.0,EURJPY,USDJPY,24,-0.00724961530016998,-0.030231350459987327,200.58333333333334,0.4166666666666667,-0.7255524110396958
0.0,EURUSD,AUDNZD,28,0.022030690568048895,0.004341845166874724,152.28571428571428,0.6428571428571429,0.12157166467249227
0.0,EURUSD,AUDUSD,27,0.013837834735665541,-0.0003980861166936706,120.77777777777777,0.6666666666666666,-0.010748325150729106
0.0,EURUSD,EURCHF,23,0.012561343584277056,-0.004505362788563924,146.6086956521739,0.7391304347826086,-0.10362334413697025
0.0,EURUSD,EURGBP,29,0.010294353837749464,-0.008330587116430982,160.82758620689654,0.6551724137931034,-0.24158702637649845
0.0,EURUSD,EURJPY,22,-0.002852191998571357,-0.022850946668558914,173.36363636363637,0.45454545454545453,-0.5027208267082961
0.0,EURUSD,GBPJPY,24,-0.01222118291538224,-0.032714333600313755,177.875,0.5833333333333334,-0.7851440064075301
