exit_sd,n_trades,avg_net,avg_hold_cal,win_rate,total_EV,vs_15_EV,is_degenerate,zero_trades
1.5,9829.0,0.00489049869250606,27.931732627937734,0.7539932851765184,48.068711648642065,-0.001288351357935369,False,False
2.0,22085.0,0.00379766800345325,8.103237491510075,0.7483359746434232,83.87149785626502,35.80149785626502,True,False
2.5,51063.0,0.0009016845564684355,2.505414879658461,0.503632767365803,46.04271850694772,-2.0272814930522784,True,False
