Long,Short,confirmation_bars,exit_sd,n_trades,gross_wr,net_wr,avg_gross,avg_net,avg_winner_gross,avg_loser_gross,avg_winner_net,avg_loser_net,payoff_gross,payoff_net,avg_holding,median_holding,avg_spread_cost,avg_fin_cost,avg_total_cost
UKX,CEY,0,2.0,124,0.7983870967741935,0.3629032258064516,0.001654598037417081,-0.004399312700541383,0.006423397272907515,-0.01722984693512504,0.006178845453127591,-0.010424845826049025,0.37280640374190877,0.592703772912232,9.370967741935484,5.0,0.004,0.0020539107379584625,0.006053910737958463
UKX,CEY,1,2.0,113,0.6814159292035398,0.40707964601769914,0.0022026353954227203,-0.003577944068754757,0.007559571545656909,-0.009255255814800405,0.0061694418231073075,-0.010270179158689904,0.8167868827102686,0.6007141382618588,8.123893805309734,3.0,0.004,0.0017805794641774764,0.005780579464177477
UKX,CEY,2,2.0,93,0.6451612903225806,0.3655913978494624,0.0018104536578164823,-0.003761500974677257,0.0067044410708884715,-0.007087705275041677,0.0055950360748308154,-0.009153403681173438,0.9459254879710061,0.6112519746439883,7.172043010752688,3.0,0.004,0.0015719546324937396,0.00557195463249374
UKX,CEY,3,2.0,73,0.684931506849315,0.3561643835616438,0.0024725823367524164,-0.002878515430183219,0.006727990461058123,-0.006778304889999121,0.00603045377888398,-0.007806881375624647,0.9925771369453691,0.7724536199195763,6.164383561643835,1.0,0.004,0.0013510977669356355,0.005351097766935636
UKX,CFR,0,1.5,36,0.7222222222222222,0.5277777777777778,-0.0036305537655014993,-0.016769062136886583,0.0133326649997683,-0.04773492255520297,0.008982177218830966,-0.04554985906386502,0.27930630838145304,0.19719440199007293,41.69444444444444,27.0,0.004,0.009138508371385084,0.013138508371385084
UKX,CFR,1,1.5,36,0.8055555555555556,0.5833333333333334,-0.001255244011505815,-0.0138275423372288,0.012919342505503533,-0.05997853101054453,0.008790421907612605,-0.045492692280006755,0.2153994485665587,0.19322711994066444,39.111111111111114,26.0,0.004,0.008572298325722984,0.012572298325722984
UKX,CFR,2,1.5,35,0.7428571428571429,0.5428571428571428,-0.002583772047720734,-0.014323889464550483,0.011478204656408902,-0.04320726030409523,0.007294801400911685,-0.0399960848672868,0.26565453527079996,0.18238788684234883,35.31428571428572,21.0,0.004,0.007740117416829747,0.011740117416829747
UKX,CFR,3,1.5,35,0.7714285714285715,0.4857142857142857,-0.0014036668375969944,-0.012273334156579383,0.009134527131182313,-0.03697007148222716,0.006676958199077557,-0.030170832492477602,0.2470789686077185,0.22130507007860328,31.34285714285714,16.0,0.004,0.006869667318982388,0.010869667318982389
UKX,CFR,0,1.8,43,0.6976744186046512,0.46511627906976744,-0.00660728515194317,-0.016830923253249315,0.008939668714196703,-0.042484870996881335,0.005915708564055788,-0.03661060309438419,0.2104200508188652,0.16158457015320832,28.3953488372093,13.0,0.004,0.0062236381013061485,0.010223638101306148
UKX,CFR,1,1.8,41,0.7560975609756098,0.4878048780487805,-0.005217605568864955,-0.015204909277518486,0.008962598516633745,-0.04917623823391094,0.006378887367919256,-0.03576090608269728,0.18225465872363775,0.17837599956690262,27.317073170731707,14.0,0.004,0.005987303708653526,0.009987303708653526
UKX,CFR,2,1.8,39,0.6410256410256411,0.4358974358974359,-0.0059775035531257304,-0.015316456837284496,0.008606009212052002,-0.03201949063380026,0.005539747798804674,-0.03143261496517158,0.2687740823386918,0.1762420277454773,24.358974358974358,8.0,0.004,0.005338953284158763,0.009338953284158763
UKX,CFR,3,1.8,38,0.6578947368421053,0.34210526315789475,-0.005343631721079465,-0.013980978512716092,0.006625445404134424,-0.028361087731106183,0.004836423093335379,-0.02376602734786285,0.23361041251135425,0.20350153698574666,21.157894736842106,4.5,0.004,0.004637346791636626,0.008637346791636625
UKX,CFR,0,2.0,62,0.6612903225806451,0.24193548387096775,-0.005116362049280667,-0.012955513617994763,0.0047939830118896585,-0.024465130978232257,0.003064141034662664,-0.018068169358204583,0.19595165937002681,0.16958779685509573,17.516129032258064,7.0,0.004,0.0038391515687140965,0.007839151568714096
UKX,CFR,1,2.0,61,0.7868852459016393,0.3770491803278688,-0.0016468451408546735,-0.009056681206428444,0.007051769549811577,-0.03376480707562236,0.007044351006355876,-0.018802042808903165,0.2088496917520621,0.3746588111702536,15.557377049180328,4.0,0.004,0.0034098360655737707,0.007409836065573771
UKX,CFR,2,2.0,55,0.6363636363636364,0.34545454545454546,-0.002321093175155474,-0.009357705877521601,0.007873563624565212,-0.020161742574666675,0.007013116925656838,-0.01799786235697689,0.3905199957496919,0.3896638826631651,13.854545454545455,3.0,0.004,0.0030366127023661272,0.007036612702366127
UKX,CFR,3,2.0,48,0.5833333333333334,0.2916666666666667,-0.0025555352536098404,-0.009395717902011666,0.007435573438667569,-0.01654308742279821,0.006930182516512667,-0.016118147486109922,0.449467094541284,0.42996147804732926,12.958333333333334,3.0,0.004,0.0028401826484018267,0.006840182648401827
UKX,CMD,0,1.5,45,0.8,0.5333333333333333,0.005868689409247305,-0.0052959985663995745,0.016114444766995598,-0.03511433202174588,0.014801061517717776,-0.028264067233962263,0.4589136070427345,0.5236706166596128,32.68888888888889,20.0,0.004,0.007164687975646879,0.011164687975646879
UKX,CMD,1,1.5,45,0.7777777777777778,0.6222222222222222,0.006146939448526825,-0.004447885513421425,0.016923003639523638,-0.031569285219961996,0.013258380573422142,-0.033611147303516706,0.5360591322106598,0.3944637906494471,30.08888888888889,14.0,0.004,0.0065948249619482485,0.01059482496194825
UKX,CMD,2,1.5,45,0.7555555555555555,0.6,0.007939618623382393,-0.0018320708743345018,0.017166399029666754,-0.02057952081422382,0.014018528569146824,-0.02560797003955649,0.8341495987507134,0.5474283415472793,26.333333333333332,12.0,0.004,0.005771689497716895,0.009771689497716896
UKX,CMD,3,1.5,41,0.7317073170731707,0.5609756097560976,0.005439780177284869,-0.0036333905544224474,0.015372999974226703,-0.021650819268920134,0.013410311046691997,-0.02541145371140202,0.7100424137896124,0.5277270320302393,23.146341463414632,7.0,0.004,0.005073170731707317,0.009073170731707318
UKX,CMD,0,1.8,60,0.75,0.5333333333333333,0.0027108564638477096,-0.005526586458526719,0.010508009533891827,-0.02068060274628464,0.0078495239884649,-0.02081356982651714,0.5081094425925103,0.37713491985715786,19.333333333333332,11.0,0.004,0.0042374429223744296,0.00823744292237443
UKX,CMD,1,1.8,60,0.7166666666666667,0.5,0.003258949904571895,-0.004401324068030844,0.011431922462989514,-0.017413863037307964,0.009616198543347613,-0.0184188466794093,0.6564840000462524,0.5220847271668592,16.7,7.5,0.004,0.0036602739726027396,0.00766027397260274
UKX,CMD,2,1.8,58,0.6896551724137931,0.5172413793103449,0.004170594192309404,-0.0030112669319230013,0.011237756925814853,-0.011534211882147153,0.00861971444740971,-0.015473032695493763,0.9742977708957161,0.557079831539427,14.517241379310345,5.0,0.004,0.0031818611242324045,0.007181861124232405
UKX,CMD,3,1.8,49,0.6326530612244898,0.5102040816326531,0.002312020795202587,-0.004447833831579633,0.010713890501655688,-0.012157865921466648,0.007567626316564324,-0.016963938152562922,0.8812311774830982,0.44610079620108745,12.591836734693878,3.0,0.004,0.00275985462678222,0.00675985462678222
UKX,CMD,0,2.0,99,0.7171717171717171,0.494949494949495,0.002667665070497415,-0.003546254951641785,0.007632240558589093,-0.009921079917163627,0.005167378859328526,-0.012085616086392692,0.7692953410631431,0.42756437258887664,10.1010101010101,4.0,0.004,0.0022139200221392,0.0062139200221392
